Customer ID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,PCA1,PCA2,anomaly,anomaly_score
12346,326,12,77556.46,5.7899601708972535,2.5649493574615367,11.258774359980725,0,2.2665121191363977,2.432228386376907,Anomaly,-0.0775762872932867
12347,2,8,5633.32,1.0986122886681098,2.1972245773362196,8.63663174483544,0,2.362441654197551,-1.074867708773356,Normal,0.021460734123947556
12348,75,5,2019.4,4.330733340286331,1.791759469228055,7.6110507905938976,2,0.5616052116127337,0.25242625940594854,Normal,0.14476658938981174
12349,19,4,4428.69,2.995732273553991,1.6094379124341003,8.39608488316401,3,1.1958930592070833,-0.31564732819167174,Normal,0.0775596526493455
12350,310,1,334.4,5.739792912179234,0.6931471805599453,5.815323849389109,1,-1.5133680525166189,0.08993306169809256,Normal,0.14750896867221763
12351,375,1,300.93,5.929589143389895,0.6931471805599453,5.710195202428391,1,-1.6204949843078227,0.16314739252302474,Normal,0.16196757956230406
12352,36,10,2849.84,3.6109179126442243,2.3978952727983707,7.9553689666784315,0,1.4065297534989785,0.18034153995117935,Normal,0.12323930369239189
12353,204,2,406.76,5.3230099791384085,1.0986122886681098,6.010678766031786,1,-0.9843193142138247,0.06694511563369343,Normal,0.13575820857496307
12354,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,1,-0.9110081582226234,0.28083201332928975,Normal,0.08963316579032604
12355,214,2,947.61,5.3706380281276624,1.0986122886681098,6.854997755239065,2,-0.6323562634911115,0.34595908445256784,Normal,0.12690445431238462
12356,23,6,6373.68,3.1780538303479458,1.9459101490553132,8.76008917268833,0,1.5519349364268076,0.017038397094451884,Normal,0.08918159213929694
12357,33,3,18287.66,3.5263605246161616,1.3862943611198906,9.814036474622236,0,1.4710388360238724,0.31980753060744505,Anomaly,-0.0014924207597852845
12358,2,5,3887.07,1.0986122886681098,1.791759469228055,8.265668169533484,0,1.8917830308956776,-1.334328983272527,Normal,0.008480242765135482
12359,58,10,8935.94,4.07753744390572,2.3978952727983707,9.097948527696552,0,1.7527548147417387,0.7797383363097558,Normal,0.08862612595632463
12360,52,8,4252.89,3.970291913552122,2.1972245773362196,8.355589137409874,0,1.311383969310497,0.4249104051611939,Normal,0.12467581323976512
12361,287,4,511.25,5.662960480135946,1.6094379124341003,6.238812787119009,2,-0.6053961170234767,0.5097200196686609,Normal,0.1293171264243561
12362,3,11,5356.23,1.3862943611198906,2.4849066497880004,8.586202329437555,0,2.4668726351822015,-0.8259875210823452,Normal,0.05003212350146846
12363,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335,1,-0.6533368713825877,-0.1802218300032635,Normal,0.13617769110268751
12364,8,4,1313.1,2.1972245773362196,1.6094379124341003,7.180907299649593,3,0.9254213857558791,-1.1198327738999845,Normal,0.09332193074886691
12365,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591,1,-0.9009734772440465,0.3981100097833576,Normal,0.14249774763354106
12366,634,1,500.24,6.453624998892692,0.6931471805599453,6.217085028297085,1,-1.5694314395719635,0.6039211278978869,Normal,0.11681145884581451
12367,4,1,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887,3,-0.4734262265991068,-2.3918007582279355,Anomaly,-0.012067217612396264
12368,628,1,917.6999999999999,6.444131256700441,0.6931471805599453,6.822959627277421,1,-1.3027420197443371,0.7800513646708386,Normal,0.08527254399527007
12369,413,3,1791.15,6.025865973825314,1.3862943611198906,7.491171295388921,2,-0.34805483886943966,1.0030957399360445,Normal,0.1279879312458681
12370,51,7,4320.31,3.9512437185814275,2.0794415416798357,8.371313876010715,2,1.234552738367617,0.3759985664549053,Normal,0.12120296422158688
12371,45,5,4067.38,3.828641396489095,1.791759469228055,8.31100016480189,2,1.0285458817319604,0.18501937906961047,Normal,0.10393121288894208
12372,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136,2,0.07320750709869393,-0.05041427468501823,Normal,0.14494056072505468
12373,311,3,1127.65,5.7430031878094825,1.3862943611198906,7.028777507229587,2,-0.4577594931589893,0.7086634798896467,Normal,0.1375760250842476
12374,25,4,2989.2200000000003,3.258096538021482,1.6094379124341003,8.003102242273277,3,0.9400491346443697,-0.2885754489690519,Normal,0.0985373067171949
12375,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519,3,-0.015374283383050998,-1.4633349678931733,Normal,0.07452151856060452
12376,390,2,503.15,5.968707559985366,1.0986122886681098,6.222873842839224,1,-1.1008273641669064,0.48660682141635014,Normal,0.15815225313523362
12377,315,4,3426.32,5.755742213586912,1.6094379124341003,8.139533893646055,2,0.19160862831074887,1.1298695976195448,Normal,0.08352941289719873
12378,130,2,5416.32,4.875197323201151,1.0986122886681098,8.597356507200939,2,0.2859904708843871,0.5942626730124423,Normal,0.044203798268035
12379,82,4,1620.22,4.418840607796598,1.6094379124341003,7.390934231218893,2,0.29827758836866625,0.16839551672440095,Normal,0.14345520758946734
12380,22,11,9676.300000000001,3.1354942159291497,2.4849066497880004,9.177538215743802,0,2.1584296527083247,0.31581790683304223,Normal,0.08606784599128697
12381,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,3,1.3435686246382526,-1.1749465222528503,Normal,0.07575362979281841
12383,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,2,0.23416470591714234,0.719957875805224,Normal,0.1241961634802134
12384,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,3,-0.20476866177900133,-0.8843589992327354,Normal,0.11380649361648687
12385,379,1,1938.4,5.940171252720432,0.6931471805599453,7.570133925870446,2,-0.8146493834133409,0.7257507642605439,Normal,0.06498743594320266
12386,338,2,660.8,5.82600010738045,1.0986122886681098,6.4949633954875114,1,-0.9362846701760394,0.4893440495178554,Normal,0.14473771098669735
12387,415,1,143.94,6.030685260261263,0.6931471805599453,4.976319863681136,1,-1.9725046841615104,-0.000775131155293949,Normal,0.15270734164109945
12388,16,8,3901.11,2.833213344056216,2.1972245773362196,8.269272711457157,0,1.641587608264412,-0.2280966620463212,Normal,0.10930732524157266
12389,403,3,1433.33,6.0014148779611505,1.3862943611198906,7.268453120207762,2,-0.4370524586805312,0.9229394907487697,Normal,0.13163843818957432
12390,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,1,-0.8623850451146159,-0.5035943850130864,Normal,0.11312196869896973
12391,22,6,2773.42,3.1354942159291497,1.9459101490553132,7.928196995326099,0,1.2037395887345765,-0.25546009315862594,Normal,0.12414473745767857
12392,591,1,234.75000000000003,6.3835066348840055,0.6931471805599453,5.462771921513567,1,-1.8749585618815896,0.33944534407611043,Normal,0.13985384564055708
12393,72,6,2399.4500000000003,4.290459441148391,1.9459101490553132,7.783411498760109,2,0.7671974089932572,0.3382329418512918,Normal,0.14024542047009236
12394,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,3,-0.11731508343791466,-0.22568565287335712,Normal,0.12868330071515383
12395,19,15,5067.27,2.995732273553991,2.772588722239781,8.53075481547577,0,2.1416305362352306,0.15041987036312318,Normal,0.10222351067191054
12396,674,1,931.43,6.51471269087253,0.6931471805599453,6.837794081676172,1,-1.3191153215619238,0.8234219978480702,Normal,0.06804715950469242
12397,36,2,2409.9,3.6109179126442243,1.0986122886681098,7.7877554007552545,3,0.34262953705061266,-0.34541640280005437,Normal,0.07709772163261275
12398,46,1,1635.6599999999999,3.8501476017100584,0.6931471805599453,7.4004128587924045,3,-0.21252865882789695,-0.47783083264286985,Normal,0.0594267538148211
12399,119,7,1962.3,4.787491742782046,2.0794415416798357,7.582382009904704,2,0.6208207333191573,0.601076381902588,Normal,0.12721357737002503
12400,414,1,205.25,6.028278520230698,0.6931471805599453,5.32908902521479,1,-1.8182347539423591,0.10349772097304678,Normal,0.1595243398311516
12401,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633,1,-2.101728570835986,-0.33247382621284427,Normal,0.08964468370116341
12402,323,6,1256.9,5.780743515792329,1.9459101490553132,7.137198942844827,2,0.004031245123124175,0.9667742922774714,Normal,0.09862112418767999
12403,50,2,1019.36,3.9318256327243257,1.0986122886681098,6.927910785185701,3,-0.1352826909428543,-0.42580785405922483,Normal,0.1262200947774222
12404,682,1,63.24,6.52649485957079,0.6931471805599453,4.162626069638506,1,-2.486904217681988,0.029117623988030597,Normal,0.03054417190986536
12405,149,1,1710.39,5.0106352940962555,0.6931471805599453,7.445061184797548,2,-0.5684333946547673,0.17561458853017897,Normal,0.06562663457765994
12406,22,5,6390.36,3.1354942159291497,1.791759469228055,8.762702357276806,0,1.4492651856565888,-0.06207817144850193,Normal,0.07766678628165674
12407,50,5,1708.1200000000001,3.9318256327243257,1.791759469228055,7.4437338971514055,2,0.6178218072286679,-0.01768156542673241,Normal,0.14432909245931702
12408,33,8,4340.7699999999995,3.5263605246161616,2.1972245773362196,8.37603737805411,0,1.4638598732440842,0.18617615108047222,Normal,0.11651065082729861
12409,79,7,23419.29,4.382026634673881,2.0794415416798357,10.061358019654037,0,1.8305727049756013,1.119511039592228,Anomaly,-0.0007864824607439758
12410,309,3,1013.71,5.736572297479192,1.3862943611198906,6.9223581363660704,2,-0.5019831496161841,0.6732601524696848,Normal,0.14121626069721588
12411,410,1,346.9,6.018593214496234,0.6931471805599453,5.8519150821578965,1,-1.5876181905702886,0.2546619840863188,Normal,0.16973091618256886
12412,75,6,2596.93,4.330733340286331,1.9459101490553132,7.862470253064629,2,0.7885706363367064,0.38411245005909933,Normal,0.1342337814450672
12413,67,4,999.45,4.219507705176107,1.6094379124341003,6.908205177762502,2,0.15270926104240753,-0.08605218955523163,Normal,0.150041383527948
12414,217,6,952.41,5.384495062789089,1.9459101490553132,6.860045031492727,2,0.011597164299488717,0.6652538503824067,Normal,0.098948981208694
12415,24,28,144458.37,3.2188758248682006,3.367295829986474,11.88075357052652,0,3.9806470874119477,1.4939923544224392,Anomaly,-0.10192077097277963
12416,657,1,202.56,6.489204931325317,0.6931471805599453,5.315960801720632,1,-1.9730223091449615,0.35379699504015644,Normal,0.11305726819429351
12417,3,20,6816.91,1.3862943611198906,3.044522437723423,8.827308252258714,0,2.998601209117875,-0.548974137090423,Normal,0.027197248861485557
12418,113,4,2021.2,4.736198448394496,1.6094379124341003,7.6119413066572985,2,0.29179715962195574,0.40959557551197967,Normal,0.13792792976269103
12419,386,2,503.01,5.958424693029782,1.0986122886681098,6.222596109144375,1,-1.097622464948683,0.4808520513683774,Normal,0.1572420765824536
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,3,-0.753009525604776,-0.5986895761277987,Normal,0.10075780959816866
12421,16,6,1098.6,2.833213344056216,1.9459101490553132,7.00270175629109,3,0.8988176113649488,-0.6992305512925664,Normal,0.11380104203843489
12422,96,17,5231.8,4.574710978503383,2.8903717578961645,8.562701786647002,0,1.7346824851723273,1.0739993660130678,Normal,0.06120124535163474
12423,1,10,2622.39,0.6931471805599453,2.3978952727983707,7.872222653526559,0,2.3140341626105765,-1.453877429499976,Normal,0.0039817968186425245
12424,163,4,3340.03,5.099866427824199,1.6094379124341003,8.114034421663943,2,0.3926407100594393,0.7604807183630364,Normal,0.1000363026654188
12425,78,2,1741.41,4.3694478524670215,1.0986122886681098,7.4630244913725114,2,-0.043990420152439,-0.024247807025371337,Normal,0.11010713863302807
12426,195,2,1345.21,5.278114659230517,1.0986122886681098,7.205048515865767,2,-0.4501230971838627,0.3997133479704593,Normal,0.11412530484431527
12427,22,3,1129.3,3.1354942159291497,1.3862943611198906,7.030238363196686,3,0.3862112976247952,-0.7291002283893344,Normal,0.1298460489034715
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,0,1.8823747291158828,0.2789464810470673,Normal,0.10491529905799629
12429,9,8,7485.91,2.302585092994046,2.1972245773362196,8.920911441322318,0,2.096737461209653,-0.32570470120977374,Normal,0.08423063971394296
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,3,-0.9960448610028536,-1.0679368710748336,Normal,0.09940813214678507
12431,36,27,10857.97,3.6109179126442243,3.332204510175204,9.292746745527754,0,2.701032285687378,0.9226713938886749,Normal,0.022748507790504968
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,2,1.1378559731430935,0.2258144384459971,Normal,0.09225513857103224
12433,1,10,20581.26,0.6931471805599453,2.3978952727983707,9.93218481871349,0,3.2103334331423206,-0.8372343640521942,Anomaly,-0.0493372391752247
12434,85,3,1103.43,4.454347296253507,1.3862943611198906,7.007084643758051,2,-0.05041384983556744,-0.008602914421600816,Normal,0.145505220870857
12435,80,6,13925.93,4.394449154672439,1.9459101490553132,9.541579654832375,0,1.4985517443513126,0.9218916393585156,Normal,0.04717196054544459
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,1,-0.9672649919157017,-0.40493451348579734,Normal,0.1112527571491932
12437,2,39,12683.4,1.0986122886681098,3.6888794541139363,9.44812817095412,0,3.853221517416528,-0.28595060552246576,Anomaly,-0.028906853445625935
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295,3,0.7161847260757133,-0.7873015458389191,Normal,0.04478864378627723
12439,683,2,1158.18,6.52795791762255,1.0986122886681098,7.055468137579511,2,-0.9194375378474687,1.0443021008390332,Normal,0.06913309954859537
12440,462,2,859.2,6.137727054086234,1.0986122886681098,6.757164920349636,1,-0.92302002409107,0.7397697514858016,Normal,0.13493367220883945
12441,367,1,347.1,5.908082938168931,0.6931471805599453,5.8524897948173935,1,-1.5516262774530503,0.19388083196676723,Normal,0.16011015495223901
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,3,-0.39323763670007206,-2.5093616427101058,Anomaly,-0.030404650140669176
12443,732,1,485.31,6.597145701886651,0.6931471805599453,6.186846280636522,1,-1.6290067316675392,0.6740297198051272,Normal,0.09536244295079638
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,0,1.3573816183071823,-0.1597019176716671,Normal,0.08731306977912984
12445,22,2,434.98,3.1354942159291497,1.0986122886681098,6.077596370737269,3,-0.24770454019550794,-1.1195723291647437,Normal,0.09997865717040066
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,3,-0.4989921782122606,-0.49889766240475564,Normal,0.08128224031817632
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,1,-1.2812096007069644,0.06184576113843875,Normal,0.13007992560380838
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449,3,-0.7598216847104433,-0.8880225229450439,Normal,0.0971875163388507
12449,22,6,4835.89,3.1354942159291497,1.9459101490553132,8.484027231195778,0,1.4455839504266628,-0.08907409524679537,Normal,0.09530725594679995
12450,156,5,688.2,5.056245805348308,1.791759469228055,6.5355315046537745,2,-0.14100761865788486,0.33063760235803974,Normal,0.11752001290167208
12451,11,8,12669.88,2.4849066497880004,2.1972245773362196,9.447061726309741,0,2.266700476329389,-0.0676417884134993,Normal,0.05209475589095158
12452,17,2,430.57,2.8903717578961645,1.0986122886681098,6.067429722163682,3,-0.17284921785897653,-1.2578157418288465,Normal,0.09036144071621494
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,1,-0.9183326661165775,-0.14666873784466386,Normal,0.10667308820090082
12454,56,5,16679.78,4.04305126783455,1.791759469228055,9.72201243740933,0,1.573138345736674,0.7256615612264804,Normal,0.017898347829893968
12455,73,10,5879.95,4.30406509320417,2.3978952727983707,8.679473592468364,0,1.4974095513963983,0.7794130893332198,Normal,0.10314167385975292
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966,2,0.6194888331155246,-0.04907406111979206,Normal,0.08360571506813624
12457,66,8,2995.91,4.204692619390966,2.1972245773362196,8.005337036835723,2,1.0831764355766813,0.44934991808561675,Normal,0.13025419090603246
12458,71,4,1777.49,4.276666119016055,1.6094379124341003,7.483519968656931,2,0.3845449501340983,0.11769281583499527,Normal,0.1460131110836152
12459,605,1,454.36,6.406879986069314,0.6931471805599453,6.121088314901487,1,-1.596081529085253,0.5494020801673279,Normal,0.131671978416308
12460,456,1,326.65,6.124683390894205,0.6931471805599453,5.791945965485506,1,-1.6480233159956708,0.2952256558951344,Normal,0.1633855601067717
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,2,-0.4274254047111234,-0.14528468193799549,Normal,0.13601613141996088
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,3,0.23460769014989277,-0.8959334571515477,Normal,0.10519272837634203
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601,2,0.35628545226412384,-0.1244366462166488,Normal,0.14359828999722457
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941,3,1.2740131418322822,-0.8179519386466184,Normal,0.08411672005611587
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681098,6.610951732080795,3,0.0636397765699326,-1.0951141718690827,Normal,0.10154257258901994
12466,682,1,56.73,6.52649485957079,0.6931471805599453,4.055776969072842,1,-2.5333947661553804,-0.00286731147663129,Normal,0.02780551502605999
12467,423,1,132.8,6.049733455231958,0.6931471805599453,4.896346147694128,1,-2.013462299802679,-0.014208759486986938,Normal,0.15209177396828644
12468,188,5,3670.74,5.241747015059643,1.791759469228055,8.208420943133293,2,0.526878638841845,0.9337269752855832,Normal,0.08914463464347405
12469,523,2,3070.54,6.261491684321042,1.0986122886681098,8.029934343472139,2,-0.4092606851362479,1.1890329740843881,Normal,0.04737861429783252
12470,690,1,211.95,6.53813982376767,0.6931471805599453,5.3610573963692225,1,-1.9692273649197816,0.39428710834625696,Normal,0.10907163918237184
12471,2,79,39963.79,1.0986122886681098,4.382026634673881,10.595754095448541,0,4.881226404323105,0.3113038281120895,Anomaly,-0.10771885719370689
12472,32,19,17880.59,3.4965075614664802,2.995732273553991,9.791526970948304,0,2.698427804487578,0.8857146373341159,Normal,0.015032603291514901
12473,29,5,3938.5499999999997,3.4011973816621555,1.791759469228055,8.278821782571185,0,1.15279125447619,-0.060374688410283976,Normal,0.09985577908747673
12474,17,31,12424.45,2.8903717578961645,3.4657359027997265,9.427502067612823,0,3.094553215968707,0.6144617964128721,Normal,0.024297960761386794
12475,54,2,1149.64,4.007333185232471,1.0986122886681098,7.048073588295634,3,-0.10742036340449124,-0.34819046142464577,Normal,0.12635665487435171
